Show Name,Season,Day of Week,Air Date,Episode,18-49 Demo,Viewers (millions)
magnum pi,1,Mon,2018-09-24,01-01,1.16,8.124
magnum pi,1,Mon,2018-10-01,01-02,0.93,6.233
magnum pi,1,Mon,2018-10-08,01-03,0.88,6.079
magnum pi,1,Mon,2018-10-15,01-04,0.86,5.479
magnum pi,1,Mon,2018-10-22,01-05,0.81,5.632
magnum pi,1,Mon,2018-10-29,01-06,0.80,5.692
magnum pi,1,Mon,2018-11-05,01-07,0.82,5.269
magnum pi,1,Mon,2018-11-12,01-08,0.79,5.500
magnum pi,1,Mon,2018-11-19,01-09,0.80,5.386
magnum pi,1,Mon,2018-12-10,01-10,0.80,5.471
magnum pi,1,Mon,2019-01-14,01-11,0.76,6.016
magnum pi,1,Sun,2019-01-20,01-12,2.42,8.758
magnum pi,1,Mon,2019-01-21,01-13,0.74,5.325
magnum pi,1,Mon,2019-01-28,01-14,0.76,5.689
magnum pi,1,Mon,2019-02-18,01-15,0.80,5.968
magnum pi,1,Mon,2019-02-25,01-16,0.91,6.293
magnum pi,1,Mon,2019-03-04,01-17,0.70,5.607
magnum pi,1,Mon,2019-03-11,01-18,0.70,6.046
magnum pi,1,Mon,2019-03-25,01-19,0.73,5.740
magnum pi,1,Mon,2019-04-01,01-20,0.68,5.537
fbi most wanted,2,Tues,2020-11-17,02-01,0.63,5.384
fbi most wanted,2,Tues,2020-11-24,02-02,0.70,5.685
fbi most wanted,2,Tues,2020-12-08,02-03,0.50,4.922
fbi most wanted,2,Tues,2021-01-19,02-04,0.56,5.807
fbi most wanted,2,Tues,2021-01-26,02-05,0.67,6.227
fbi most wanted,2,Tues,2021-02-09,02-06,0.62,5.635
fbi most wanted,2,Tues,2021-03-02,02-07,0.49,5.733
fbi most wanted,2,Tues,2021-03-09,02-08,0.55,6.140
fbi most wanted,2,Tues,2021-03-16,02-09,0.60,6.257
fbi most wanted,2,Tues,2021-04-06,02-10,0.66,6.442
fbi most wanted,2,Tues,2021-04-27,02-11,0.57,5.617
fbi most wanted,2,Tues,2021-05-04,02-12,0.55,5.487
fbi most wanted,2,Tues,2021-05-11,02-13,0.56,5.787
fbi most wanted,2,Tues,2021-05-18,02-14,0.52,5.482
fbi most wanted,2,Tues,2021-05-25,02-15,0.48,5.787
this is us,6,Tues,2022-01-04,06-01,1.05,5.463
this is us,6,Tues,2022-01-11,06-02,0.94,5.013
this is us,6,Tues,2022-01-18,06-03,0.79,4.905
this is us,6,Tues,2022-01-25,06-04,0.76,4.757
this is us,6,Tues,2022-02-01,06-05,0.78,4.542
this is us,6,Tues,2022-02-22,06-06,0.73,4.386
this is us,6,Tues,2022-03-08,06-07,0.67,4.242
this is us,6,Tues,2022-03-15,06-08,0.68,4.175
this is us,6,Tues,2022-03-22,06-09,0.75,4.449
this is us,6,Tues,2022-03-29,06-10,0.68,4.210
this is us,6,Tues,2022-04-05,06-11,0.81,4.736
this is us,6,Tues,2022-04-12,06-12,0.77,4.562
this is us,6,Tues,2022-04-19,06-13,0.86,5.087
this is us,6,Tues,2022-04-26,06-14,0.84,4.926
this is us,6,Tues,2022-05-03,06-15,0.69,4.673
this is us,6,Tues,2022-05-10,06-16,0.81,4.803
this is us,6,Tues,2022-05-17,06-17,0.95,5.317
this is us,6,Tues,2022-05-24,06-18,1.27,6.367
legacies,3,Thurs,2021-01-21,03-01,0.16,0.686
legacies,3,Thurs,2021-01-28,03-02,0.18,0.713
legacies,3,Thurs,2021-02-04,03-03,0.17,0.617
legacies,3,Thurs,2021-02-11,03-04,0.15,0.630
legacies,3,Thurs,2021-02-18,03-05,0.10,0.516
legacies,3,Thurs,2021-03-11,03-06,0.13,0.485
legacies,3,Thurs,2021-03-18,03-07,0.13,0.569
legacies,3,Thurs,2021-03-25,03-08,0.09,0.470
legacies,3,Thurs,2021-04-08,03-09,0.13,0.510
legacies,3,Thurs,2021-04-15,03-10,0.11,0.505
legacies,3,Thurs,2021-05-06,03-11,0.13,0.500
legacies,3,Thurs,2021-05-13,03-12,0.11,0.496
legacies,3,Thurs,2021-05-20,03-13,0.12,0.529
legacies,3,Thurs,2021-06-10,03-14,0.07,0.419
legacies,3,Thurs,2021-06-17,03-15,0.07,0.492
legacies,3,Thurs,2021-06-24,03-16,0.12,0.565
the neighborhood,1,Mon,2018-10-01,01-01,1.31,8.102
the neighborhood,1,Mon,2018-10-08,01-02,1.14,6.430
the neighborhood,1,Mon,2018-10-15,01-03,1.14,6.330
the neighborhood,1,Mon,2018-10-22,01-04,1.14,6.370
the neighborhood,1,Mon,2018-10-29,01-05,1.14,6.103
the neighborhood,1,Mon,2018-11-05,01-06,0.99,5.704
the neighborhood,1,Mon,2018-11-12,01-07,1.11,6.135
the neighborhood,1,Mon,2018-11-19,01-08,1.08,6.468
the neighborhood,1,Mon,2018-12-03,01-09,1.05,6.496
the neighborhood,1,Mon,2018-12-10,01-10,1.10,6.069
the neighborhood,1,Mon,2018-12-17,01-11,1.03,6.075
the neighborhood,1,Mon,2019-01-14,01-12,1.26,6.820
the neighborhood,1,Mon,2019-02-04,01-13,1.37,7.571
the neighborhood,1,Mon,2019-02-11,01-14,1.30,7.035
the neighborhood,1,Mon,2019-02-18,01-15,1.12,6.447
the neighborhood,1,Mon,2019-02-25,01-16,1.18,7.061
the neighborhood,1,Mon,2019-03-11,01-17,1.00,6.430
the neighborhood,1,Mon,2019-03-25,01-18,1.00,6.343
the neighborhood,1,Mon,2019-04-01,01-19,0.98,6.183
the neighborhood,1,Mon,2019-04-15,01-20,1.02,5.749
the neighborhood,1,Mon,2019-04-22,01-21,1.02,6.273
room 104,2,Fri,2018-11-09,02-01,0.06,0.216
room 104,2,Fri,2018-11-09,02-02,0.05,0.147
room 104,2,Fri,2018-11-16,02-03,0.04,0.220
room 104,2,Fri,2018-11-16,02-04,0.03,0.179
room 104,2,Fri,2018-11-23,02-05,0.03,0.133
room 104,2,Fri,2018-11-23,02-06,0.03,0.127
room 104,2,Fri,2018-11-30,02-07,0.05,0.164
room 104,2,Fri,2018-11-30,02-08,0.05,0.135
room 104,2,Fri,2018-12-07,02-09,0.05,0.146
room 104,2,Fri,2018-12-07,02-10,0.05,0.186
room 104,2,Fri,2018-12-14,02-11,0.04,0.106
room 104,2,Fri,2018-12-14,02-12,0.04,0.120
ash vs evil dead starz tv show,2,Sun,2016-10-02,02-01,0.21,0.436
ash vs evil dead starz tv show,2,Sun,2016-10-09,02-02,0.18,0.333
ash vs evil dead starz tv show,2,Sun,2016-10-16,02-03,0.19,0.321
ash vs evil dead starz tv show,2,Sun,2016-10-23,02-04,0.13,0.274
ash vs evil dead starz tv show,2,Sun,2016-10-30,02-05,0.13,0.274
ash vs evil dead starz tv show,2,Sun,2016-11-06,02-06,0.15,0.330
ash vs evil dead starz tv show,2,Sun,2016-11-13,02-07,0.18,0.337
ash vs evil dead starz tv show,2,Sun,2016-11-20,02-08,0.12,0.237
ash vs evil dead starz tv show,2,Sun,2016-12-04,02-09,0.14,0.266
ash vs evil dead starz tv show,2,Sun,2016-12-11,02-10,0.14,0.269
the other two,1,Thurs,2019-01-24,01-01,0.15,0.303
the other two,1,Thurs,2019-01-31,01-02,0.11,0.227
the other two,1,Thurs,2019-02-07,01-03,0.13,0.235
the other two,1,Thurs,2019-02-14,01-04,0.09,0.192
the other two,1,Thurs,2019-02-21,01-05,0.08,0.152
the other two,1,Thurs,2019-02-28,01-06,0.08,0.173
the other two,1,Thurs,2019-03-07,01-07,0.12,0.232
the other two,1,Thurs,2019-03-14,01-08,0.11,0.216
the other two,1,Thurs,2019-03-21,01-09,0.09,0.224
the other two,1,Thurs,2019-03-28,01-10,0.09,0.200
decker,3,Mon,2017-07-17,03-01,0.33,0.638
decker,3,Mon,2017-07-24,03-02,0.34,0.728
decker,3,Mon,2017-07-31,03-03,0.54,1.101
decker,3,Mon,2017-08-07,03-04,0.41,0.861
decker,3,Mon,2017-08-14,03-05,0.48,1.042
decker,3,Mon,2017-08-21,03-06,0.44,0.885
american ninja warrior,8,Weds,2016-06-01,08-01,1.70,6.350
american ninja warrior,8,Weds,2016-06-08,08-02,1.60,5.800
american ninja warrior,8,Mon,2016-06-13,08-03,1.90,6.840
american ninja warrior,8,Mon,2016-06-20,08-04,1.80,6.537
american ninja warrior,8,Mon,2016-06-27,08-05,1.90,6.322
american ninja warrior,8,Mon,2016-07-11,08-06,1.80,6.344
american ninja warrior,8,Mon,2016-07-18,08-07,1.70,5.997
american ninja warrior,8,Mon,2016-07-25,08-08,1.60,5.898
american ninja warrior,8,Mon,2016-08-01,08-09,1.60,5.863
american ninja warrior,8,Mon,2016-08-22,08-10,2.00,7.005
american ninja warrior,8,Mon,2016-08-29,08-11,1.90,7.006
american ninja warrior,8,Mon,2016-09-05,08-12,1.60,5.810
american ninja warrior,8,Mon,2016-09-12,08-13,1.70,5.877
macgyver,4,Fri,2020-02-07,04-01,0.66,5.935
macgyver,4,Fri,2020-02-14,04-02,0.68,5.772
macgyver,4,Fri,2020-02-21,04-03,0.64,5.830
macgyver,4,Fri,2020-02-28,04-04,0.56,5.565
macgyver,4,Fri,2020-03-06,04-05,0.61,5.648
macgyver,4,Fri,2020-03-13,04-06,0.66,5.835
macgyver,4,Fri,2020-03-27,04-07,0.80,6.720
macgyver,4,Fri,2020-04-03,04-08,0.76,7.073
macgyver,4,Fri,2020-04-10,04-09,0.71,6.383
macgyver,4,Fri,2020-04-17,04-10,0.66,6.439
macgyver,4,Fri,2020-04-24,04-11,0.67,6.192
macgyver,4,Fri,2020-05-01,04-12,0.63,5.889
macgyver,4,Fri,2020-05-08,04-13,0.62,5.766
twenties,2,Weds,2021-10-13,02-01,0.10,0.486
twenties,2,Weds,2021-10-20,02-02,0.11,0.488
twenties,2,Weds,2021-10-27,02-03,0.19,0.634
twenties,2,Weds,2021-11-03,02-04,0.14,0.563
twenties,2,Weds,2021-11-10,02-05,0.12,0.456
twenties,2,Weds,2021-11-17,02-06,0.14,0.591
twenties,2,Weds,2021-11-24,02-07,0.13,0.487
twenties,2,Weds,2021-12-01,02-08,0.15,0.595
twenties,2,Weds,2021-12-08,02-09,0.14,0.524
twenties,2,Weds,2021-12-15,02-10,0.15,0.536
american housewife,2,Weds,2017-09-27,02-01,1.60,5.657
american housewife,2,Weds,2017-10-04,02-02,1.36,4.955
american housewife,2,Weds,2017-10-11,02-03,1.41,5.024
american housewife,2,Weds,2017-10-18,02-04,1.39,5.110
american housewife,2,Weds,2017-10-25,02-05,1.31,4.749
american housewife,2,Weds,2017-11-01,02-06,1.19,4.527
american housewife,2,Weds,2017-11-15,02-07,1.32,4.892
american housewife,2,Weds,2017-11-29,02-08,1.03,4.507
american housewife,2,Weds,2017-12-06,02-09,1.24,4.521
american housewife,2,Weds,2017-12-13,02-10,1.28,4.789
american housewife,2,Weds,2018-01-03,02-11,1.34,4.742
american housewife,2,Weds,2018-01-10,02-12,1.16,4.517
american housewife,2,Weds,2018-01-17,02-13,1.34,4.998
american housewife,2,Weds,2018-01-24,02-14,1.39,5.320
american housewife,2,Weds,2018-01-24,02-15,1.11,4.157
american housewife,2,Weds,2018-02-28,02-16,0.99,4.085
american housewife,2,Weds,2018-03-07,02-17,1.07,4.203
american housewife,2,Weds,2018-03-14,02-18,1.01,3.711
american housewife,2,Weds,2018-03-21,02-19,1.27,4.445
american housewife,2,Weds,2018-04-04,02-20,1.17,4.720
american housewife,2,Weds,2018-04-11,02-21,1.06,3.990
american housewife,2,Weds,2018-05-02,02-22,0.90,3.698
american housewife,2,Weds,2018-05-09,02-23,1.10,4.121
american housewife,2,Weds,2018-05-16,02-24,1.10,4.149
match game,2,Weds,2017-01-04,02-01,1.35,4.897
match game,2,Weds,2017-01-11,02-02,1.09,4.181
match game,2,Weds,2017-01-18,02-03,0.99,3.507
match game,2,Weds,2017-02-08,02-04,0.96,3.543
match game,2,Weds,2017-02-15,02-05,0.89,3.452
match game,2,Weds,2017-02-22,02-06,0.94,3.592
match game,2,Sun,2017-04-02,02-07,0.56,2.497
match game,2,Sun,2017-04-09,02-08,0.69,2.978
match game,2,Sun,2017-04-16,02-09,0.61,2.435
match game,2,Sun,2017-04-23,02-10,0.70,3.171
match game,2,Sun,2017-04-30,02-11,0.79,3.373
match game,2,Sun,2017-05-14,02-12,0.62,2.587
shining vale,1,Sun,2022-03-06,01-01,0.02,0.228
shining vale,1,Sun,2022-03-06,01-02,0.02,0.179
shining vale,1,Sun,2022-03-13,01-03,0.02,0.139
shining vale,1,Sun,2022-03-20,01-04,0.03,0.194
shining vale,1,Sun,2022-03-27,01-05,0.03,0.134
shining vale,1,Sun,2022-04-03,01-06,0.02,0.131
shining vale,1,Sun,2022-04-10,01-07,0.02,0.144
shining vale,1,Sun,2022-04-17,01-08,0.02,0.117
the conners,1,Tues,2018-10-16,01-01,2.35,10.563
the conners,1,Tues,2018-10-23,01-02,1.74,7.999
the conners,1,Tues,2018-10-30,01-03,1.80,7.825
the conners,1,Tues,2018-11-13,01-04,1.47,6.941
the conners,1,Tues,2018-11-20,01-05,1.43,6.864
the conners,1,Tues,2018-11-27,01-06,1.44,7.317
the conners,1,Tues,2018-12-04,01-07,1.33,6.632
the conners,1,Tues,2018-12-11,01-08,1.37,6.675
the conners,1,Tues,2019-01-08,01-09,1.41,6.846
the conners,1,Tues,2019-01-15,01-10,1.33,6.654
the conners,1,Tues,2019-01-22,01-11,1.51,7.736
superfan,1,Weds,2023-08-09,01-01,0.22,1.438
superfan,1,Weds,2023-08-16,01-02,0.16,1.333
superfan,1,Weds,2023-08-23,01-03,0.14,1.204
superfan,1,Weds,2023-08-30,01-04,0.18,1.401
superfan,1,Weds,2023-09-06,01-05,0.19,1.143
superfan,1,Weds,2023-09-20,01-06,0.15,1.228
archer,14,Weds,2023-08-30,14-01,0.12,0.276
archer,14,Weds,2023-08-30,14-02,0.10,0.246
archer,14,Weds,2023-09-06,14-03,0.10,0.216
archer,14,Weds,2023-09-13,14-04,0.06,0.154
archer,14,Weds,2023-09-20,14-05,0.06,0.170
archer,14,Weds,2023-09-27,14-06,0.06,0.147
archer,14,Weds,2023-10-04,14-07,0.04,0.125
archer,14,Weds,2023-10-11,14-08,0.08,0.193
archer,14,Sun,2023-12-17,14-09,0.05,0.155
archer,14,Sun,2023-12-17,14-10,0.05,0.106
archer,14,Sun,2023-12-17,14-11,0.05,0.106
lodge 49,2,Mon,2019-08-12,02-01,0.08,0.246
lodge 49,2,Mon,2019-08-19,02-02,0.07,0.227
lodge 49,2,Mon,2019-08-26,02-03,0.07,0.250
lodge 49,2,Mon,2019-09-02,02-04,0.05,0.224
lodge 49,2,Mon,2019-09-09,02-05,0.03,0.167
lodge 49,2,Mon,2019-09-16,02-06,0.05,0.189
lodge 49,2,Mon,2019-09-23,02-07,0.05,0.197
lodge 49,2,Mon,2019-09-30,02-08,0.03,0.155
lodge 49,2,Mon,2019-10-07,02-09,0.02,0.147
lodge 49,2,Mon,2019-10-14,02-10,0.05,0.176
beyond,2,Thurs,2018-01-18,02-01,0.10,0.312
beyond,2,Thurs,2018-01-18,02-02,0.05,0.149
beyond,2,Thurs,2018-01-25,02-03,0.07,0.234
beyond,2,Thurs,2018-02-01,02-04,0.08,0.233
beyond,2,Thurs,2018-02-08,02-05,0.07,0.246
beyond,2,Thurs,2018-02-15,02-06,0.14,0.377
beyond,2,Thurs,2018-03-01,02-07,0.09,0.230
beyond,2,Thurs,2018-03-08,02-08,0.05,0.153
beyond,2,Thurs,2018-03-15,02-09,0.09,0.241
beyond,2,Thurs,2018-03-22,02-10,0.09,0.263
gordon ramsays food stars,1,Weds,2023-05-24,01-01,0.27,1.225
gordon ramsays food stars,1,Weds,2023-05-31,01-02,0.29,1.670
gordon ramsays food stars,1,Weds,2023-06-07,01-03,0.28,1.562
gordon ramsays food stars,1,Weds,2023-06-14,01-04,0.26,1.639
gordon ramsays food stars,1,Weds,2023-06-21,01-05,0.27,1.606
gordon ramsays food stars,1,Weds,2023-07-12,01-06,0.28,1.383
gordon ramsays food stars,1,Weds,2023-07-19,01-07,0.24,1.395
gordon ramsays food stars,1,Weds,2023-08-02,01-08,0.19,1.320
gordon ramsays food stars,1,Weds,2023-08-09,01-09,0.22,1.438
gordon ramsays food stars,1,Weds,2023-08-16,01-10,0.25,1.509
dcs legends of tomorrow,4,Mon,2018-10-22,04-01,0.32,0.996
dcs legends of tomorrow,4,Mon,2018-10-29,04-02,0.32,0.942
dcs legends of tomorrow,4,Mon,2018-11-05,04-03,0.27,0.858
dcs legends of tomorrow,4,Mon,2018-11-12,04-04,0.27,0.898
dcs legends of tomorrow,4,Mon,2018-11-19,04-05,0.29,0.906
dcs legends of tomorrow,4,Mon,2018-11-26,04-06,0.30,0.973
dcs legends of tomorrow,4,Mon,2018-12-03,04-07,0.31,0.933
dcs legends of tomorrow,4,Mon,2018-12-10,04-08,0.41,1.096
dcs legends of tomorrow,4,Mon,2019-04-01,04-09,0.25,0.916
dcs legends of tomorrow,4,Mon,2019-04-08,04-10,0.29,0.947
dcs legends of tomorrow,4,Mon,2019-04-15,04-11,0.27,0.978
dcs legends of tomorrow,4,Mon,2019-04-22,04-12,0.24,0.853
dcs legends of tomorrow,4,Mon,2019-04-29,04-13,0.28,0.905
dcs legends of tomorrow,4,Mon,2019-05-06,04-14,0.26,0.937
dcs legends of tomorrow,4,Mon,2019-05-13,04-15,0.26,0.987
dcs legends of tomorrow,4,Mon,2019-05-20,04-16,0.27,1.047
colony,3,Weds,2018-05-02,03-01,0.16,0.579
colony,3,Weds,2018-05-09,03-02,0.12,0.443
colony,3,Weds,2018-05-16,03-03,0.16,0.698
colony,3,Weds,2018-05-23,03-04,0.17,0.698
colony,3,Weds,2018-05-30,03-05,0.20,0.691
colony,3,Weds,2018-06-06,03-06,0.21,0.718
colony,3,Weds,2018-06-13,03-07,0.19,0.785
colony,3,Weds,2018-06-20,03-08,0.20,0.729
colony,3,Weds,2018-06-27,03-09,0.15,0.704
colony,3,Weds,2018-07-04,03-10,0.14,0.755
colony,3,Weds,2018-07-11,03-11,0.13,0.659
colony,3,Weds,2018-07-18,03-12,0.16,0.599
colony,3,Weds,2018-07-25,03-13,0.13,0.585
making history,1,Sun,2017-03-05,01-01,0.93,2.170
making history,1,Sun,2017-03-12,01-02,0.72,1.830
making history,1,Sun,2017-03-19,01-03,0.71,1.587
making history,1,Sun,2017-03-26,01-04,0.73,1.543
making history,1,Sun,2017-04-02,01-05,0.57,1.321
making history,1,Sun,2017-04-23,01-06,0.61,1.319
making history,1,Sun,2017-04-30,01-07,0.60,1.413
making history,1,Sun,2017-05-07,01-08,0.61,1.494
making history,1,Sun,2017-05-21,01-09,0.56,1.277
undercover boss,10,Fri,2020-10-02,10-01,0.50,3.070
undercover boss,10,Fri,2020-10-09,10-02,0.30,2.736
undercover boss,10,Fri,2020-10-16,10-03,0.40,2.711
undercover boss,10,Fri,2020-10-23,10-04,0.30,2.256
undercover boss,10,Fri,2020-11-13,10-05,0.31,2.473
in treatment,4,Sun,2021-05-23,04-01,0.03,0.160
in treatment,4,Sun,2021-05-23,04-02,0.07,0.200
in treatment,4,Mon,2021-05-24,04-03,0.09,0.240
in treatment,4,Mon,2021-05-24,04-04,0.09,0.230
in treatment,4,Sun,2021-05-30,04-05,0.05,0.190
in treatment,4,Sun,2021-05-30,04-06,0.02,0.150
in treatment,4,Mon,2021-05-31,04-07,0.01,0.087
in treatment,4,Mon,2021-05-31,04-08,0.01,0.082
in treatment,4,Sun,2021-06-06,04-09,0.03,0.119
in treatment,4,Sun,2021-06-06,04-10,0.02,0.109
in treatment,4,Mon,2021-06-07,04-11,0.03,0.088
in treatment,4,Mon,2021-06-07,04-12,0.01,0.060
in treatment,4,Sun,2021-06-13,04-13,0.03,0.160
in treatment,4,Sun,2021-06-13,04-14,0.03,0.110
in treatment,4,Mon,2021-06-14,04-15,0.01,0.050
in treatment,4,Mon,2021-06-14,04-16,0.00,0.070
in treatment,4,Sun,2021-06-20,04-17,0.02,0.100
in treatment,4,Sun,2021-06-20,04-18,0.01,0.090
in treatment,4,Mon,2021-06-21,04-19,0.04,0.186
in treatment,4,Mon,2021-06-21,04-20,0.04,0.173
in treatment,4,Sun,2021-06-27,04-21,0.02,0.105
in treatment,4,Sun,2021-06-27,04-22,0.02,0.095
in treatment,4,Mon,2021-06-28,04-23,0.03,0.088
in treatment,4,Mon,2021-06-28,04-24,0.01,0.060
fear the walking dead,6,Sun,2020-10-11,06-01,0.41,1.590
fear the walking dead,6,Sun,2020-10-18,06-02,0.44,1.546
fear the walking dead,6,Sun,2020-10-25,06-03,0.39,1.501
fear the walking dead,6,Sun,2020-11-01,06-04,0.31,1.276
fear the walking dead,6,Sun,2020-11-08,06-05,0.35,1.244
fear the walking dead,6,Sun,2020-11-15,06-06,0.32,1.270
fear the walking dead,6,Sun,2020-11-22,06-07,0.26,1.085
fear the walking dead,6,Sun,2021-04-11,06-08,0.26,1.171
fear the walking dead,6,Sun,2021-04-18,06-09,0.22,1.119
fear the walking dead,6,Sun,2021-04-25,06-10,0.26,1.102
fear the walking dead,6,Sun,2021-05-02,06-11,0.26,1.033
fear the walking dead,6,Sun,2021-05-09,06-12,0.25,0.988
fear the walking dead,6,Sun,2021-05-16,06-13,0.27,1.091
fear the walking dead,6,Sun,2021-05-23,06-14,0.23,0.940
fear the walking dead,6,Sun,2021-06-06,06-15,0.17,0.872
fear the walking dead,6,Sun,2021-06-13,06-16,0.20,1.045
class,1,Sat,2017-04-15,01-01,0.19,0.535
class,1,Sat,2017-04-22,01-02,0.08,0.305
class,1,Sat,2017-04-29,01-03,0.06,0.258
class,1,Sat,2017-05-06,01-04,0.07,0.257
class,1,Sat,2017-05-13,01-05,0.06,0.205
class,1,Sat,2017-05-20,01-06,0.05,0.202
class,1,Sat,2017-05-27,01-07,0.06,0.206
class,1,Sat,2017-06-03,01-08,0.06,0.223
im sorry,2,Weds,2019-01-09,02-01,0.13,0.250
im sorry,2,Weds,2019-01-16,02-02,0.09,0.197
im sorry,2,Weds,2019-01-23,02-03,0.07,0.149
im sorry,2,Weds,2019-01-30,02-04,0.12,0.233
im sorry,2,Weds,2019-02-06,02-05,0.13,0.232
im sorry,2,Weds,2019-02-13,02-06,0.10,0.193
im sorry,2,Weds,2019-02-20,02-07,0.09,0.205
im sorry,2,Weds,2019-02-27,02-08,0.08,0.188
im sorry,2,Weds,2019-03-06,02-09,0.11,0.237
im sorry,2,Weds,2019-03-13,02-10,0.09,0.198
the bachelorette,19,Mon,2022-07-11,19-01,0.72,2.975
the bachelorette,19,Mon,2022-07-18,19-02,0.71,3.001
the bachelorette,19,Mon,2022-07-25,19-03,0.74,3.187
the bachelorette,19,Mon,2022-08-01,19-04,0.72,3.114
the bachelorette,19,Mon,2022-08-08,19-05,0.75,3.330
the bachelorette,19,Mon,2022-08-15,19-06,0.76,3.293
the bachelorette,19,Mon,2022-08-22,19-07,0.76,3.314
the bachelorette,19,Mon,2022-08-29,19-08,0.78,3.307
the bachelorette,19,Mon,2022-09-05,19-09,0.73,3.258
the bachelorette,19,Tues,2022-09-06,19-10,0.71,3.241
the bachelorette,19,Tues,2022-09-13,19-11,0.89,3.546
the bachelorette,19,Tues,2022-09-20,19-12,0.90,3.573
south park,26,Weds,2023-02-08,26-01,0.23,0.484
south park,26,Weds,2023-02-15,26-02,0.26,0.556
south park,26,Weds,2023-03-01,26-03,0.22,0.479
south park,26,Weds,2023-03-08,26-04,0.26,1.035
south park,26,Weds,2023-03-22,26-05,0.19,0.430
south park,26,Weds,2023-03-29,26-06,0.17,0.365
making it,3,Thurs,2021-06-24,03-01,0.40,2.089
making it,3,Thurs,2021-07-01,03-02,0.29,1.956
making it,3,Thurs,2021-07-08,03-03,0.31,1.881
making it,3,Thurs,2021-07-15,03-04,0.33,2.095
making it,3,Thurs,2021-07-22,03-05,0.30,1.998
making it,3,Thurs,2021-08-12,03-06,0.24,1.258
making it,3,Thurs,2021-08-19,03-07,0.23,1.497
making it,3,Thurs,2021-08-26,03-08,0.33,1.504
animal kingdom,4,Tues,2019-05-28,04-01,0.41,1.354
animal kingdom,4,Tues,2019-06-04,04-02,0.31,1.096
animal kingdom,4,Tues,2019-06-11,04-03,0.31,1.183
animal kingdom,4,Tues,2019-06-18,04-04,0.31,1.194
animal kingdom,4,Tues,2019-06-25,04-05,0.28,1.137
animal kingdom,4,Tues,2019-07-02,04-06,0.31,1.120
animal kingdom,4,Tues,2019-07-09,04-07,0.32,1.148
animal kingdom,4,Tues,2019-07-16,04-08,0.31,1.286
animal kingdom,4,Tues,2019-07-23,04-09,0.27,1.134
animal kingdom,4,Tues,2019-07-30,04-10,0.32,1.125
animal kingdom,4,Tues,2019-08-06,04-11,0.33,1.195
animal kingdom,4,Tues,2019-08-13,04-12,0.40,1.420
animal kingdom,4,Tues,2019-08-20,04-13,0.41,1.388
ncis new orleans,4,Tues,2017-09-26,04-01,1.01,8.779
ncis new orleans,4,Tues,2017-10-03,04-02,1.00,9.234
ncis new orleans,4,Tues,2017-10-10,04-03,1.00,9.521
ncis new orleans,4,Tues,2017-10-17,04-04,1.11,9.544
ncis new orleans,4,Tues,2017-10-24,04-05,1.09,9.519
ncis new orleans,4,Tues,2017-10-31,04-06,0.90,8.856
ncis new orleans,4,Tues,2017-11-07,04-07,0.96,9.215
ncis new orleans,4,Tues,2017-11-14,04-08,1.11,9.671
ncis new orleans,4,Tues,2017-11-21,04-09,0.95,7.994
ncis new orleans,4,Tues,2017-12-12,04-10,0.93,8.212
ncis new orleans,4,Tues,2018-01-02,04-11,0.99,9.100
ncis new orleans,4,Tues,2018-01-09,04-12,1.04,8.699
ncis new orleans,4,Tues,2018-01-23,04-13,1.03,9.301
ncis new orleans,4,Tues,2018-02-06,04-14,0.90,8.382
ncis new orleans,4,Tues,2018-02-27,04-15,0.87,8.263
ncis new orleans,4,Tues,2018-03-06,04-16,0.91,8.439
ncis new orleans,4,Tues,2018-03-13,04-17,0.99,9.248
ncis new orleans,4,Tues,2018-03-27,04-18,0.95,8.526
ncis new orleans,4,Tues,2018-04-03,04-19,0.91,8.426
ncis new orleans,4,Tues,2018-04-17,04-20,0.80,8.455
ncis new orleans,4,Tues,2018-05-01,04-21,0.90,8.131
ncis new orleans,4,Tues,2018-05-08,04-22,0.80,8.109
ncis new orleans,4,Tues,2018-05-15,04-23,0.90,9.443
ncis new orleans,4,Tues,2018-05-15,04-24,0.90,9.443
bmf,1,Sun,2021-09-26,01-01,0.11,0.369
bmf,1,Sun,2021-10-03,01-02,0.10,0.386
bmf,1,Sun,2021-10-10,01-03,0.13,0.368
bmf,1,Sun,2021-10-17,01-04,0.10,0.303
bmf,1,Sun,2021-10-24,01-05,0.10,0.306
bmf,1,Sun,2021-10-31,01-06,0.15,0.446
bmf,1,Sun,2021-11-14,01-07,0.12,0.350
bmf,1,Sun,2021-11-21,01-08,0.17,0.503
shooter,2,Tues,2017-07-18,02-01,0.41,1.507
shooter,2,Tues,2017-07-25,02-02,0.32,1.168
shooter,2,Tues,2017-08-01,02-03,0.33,1.155
shooter,2,Tues,2017-08-08,02-04,0.33,1.271
shooter,2,Tues,2017-08-15,02-05,0.34,1.194
shooter,2,Tues,2017-08-22,02-06,0.34,1.198
shooter,2,Tues,2017-08-29,02-07,0.35,1.302
shooter,2,Tues,2017-09-05,02-08,0.36,1.196
beat shazam,3,Mon,2019-05-20,03-01,0.71,2.467
beat shazam,3,Mon,2019-05-27,03-02,0.63,2.431
beat shazam,3,Mon,2019-06-03,03-03,0.72,2.862
beat shazam,3,Mon,2019-06-10,03-04,0.64,2.588
beat shazam,3,Mon,2019-06-17,03-05,0.56,2.203
beat shazam,3,Mon,2019-06-24,03-06,0.58,2.416
